"Keyword","Currency","Avg. monthly searches","Three month change","YoY change","Competition","Competition (indexed value)","Top of page bid (low range)","Top of page bid (high range)","cluster","confidence"
"cadeau homme noce de cuir","EUR","50","0%","0%","High","100","0","0","life_events","medium"
"vaisselle personnalisée photo","EUR","50","0%","0%","High","98","0.005264573","0.012355073","gift_personalized","high"
"porte clé photo fête des pères","EUR","50","0%","-100%","Unknown","","0","0","gift_fathers","high"
"peignoir personnalisé avec photo","EUR","50","0%","0%","High","100","0.003768886","0.010698341","physical_products","medium"
"idée cadeau noce de saphir homme","EUR","50","0%","0%","High","89","0","0","life_events","medium"
"cadeau photo bois","EUR","50","0%","0%","High","99","0.005115591","0.011637873","gift_personalized","high"
"veste personnalisé photo","EUR","50","0%","0%","High","100","0.004832297","0.013021091","gift_personalized","high"
"livre personnalisé pour noel","EUR","500","0%","0%","High","100","0.006955535","0.032264216","gift_personalized","high"
"boussole personnalisée photo","EUR","50","0%","0%","High","100","0.003055598","0.008615527","gift_personalized","high"
"cadre photo personnalisé fete des grand mere","EUR","50","-100%","-100%","Unknown","","0","0","gift_mothers","high"
"créer un cadre personnalisé","EUR","50","0%","0%","High","100","0.010750175","0.024552361","physical_products","medium"
"cadeau original photo personnalisée","EUR","500","900%","0%","High","100","0.004681033","0.013146601","gift_personalized","high"
"wonderbox anniversaire de mariage","EUR","50","0%","0%","High","100","0","0","gift_anniversary","high"
"cadeau noces de soie","EUR","50","0%","0%","High","95","0.001594466","0.003809962","gift_anniversary","high"
"tee shirt avec photos","EUR","500","0%","0%","High","100","0.005404101","0.014304878","physical_products","medium"
"taie d oreiller avec photo","EUR","50","0%","0%","High","100","0.004676469","0.015508796","physical_products","medium"
"cadeau photo souvenir","EUR","50","0%","0%","High","100","0.005068973","0.014434626","gift_personalized","high"
"box grands parents","EUR","50","0%","0%","High","100","0.004568237","0.01635607","gift_grandparents","high"
"objet noel personnalisable","EUR","50","0%","0%","High","100","0.002759916","0.010247483","gift_personalized","high"
"miroir de poche personnalisé photo","EUR","50","0%","0%","High","100","0.003979156","0.008922619","gift_personalized","high"
"idée cadeau pour fête des mères","EUR","50000","0%","0%","High","99","0.00231623","0.011006737","gift_mothers","high"
"cadeau personnalisé de noel","EUR","500","900%","0%","High","100","0.00331216","0.009693609","gift_personalized","high"
"idee de cadeau photo","EUR","50","0%","0%","High","100","0.004316566","0.010379839","gift_personalized","high"
"photo retro personnalisé","EUR","50","0%","0%","High","100","0.007672409","0.019908818","gift_personalized","high"
"cadeau original premiere fete des meres","EUR","50","0%","0%","Unknown","","0","0","tools_comparison","high"
"personnalise sa coque","EUR","500","900%","0%","High","90","0.002972142","0.007963201","physical_products","medium"
"cadre photo personnalisé bapteme","EUR","50","0%","0%","High","100","0","0","physical_products","medium"
"boule de noël personnalisée couple","EUR","50","0%","-90%","High","100","0.002690478","0.008948373","physical_products","medium"
"cadre deco personnalisé","EUR","50","0%","0%","High","100","0.005312821","0.018755104","physical_products","medium"
"idée de cadeau d anniversaire de mariage","EUR","50","0%","0%","High","100","0","0","gift_anniversary","high"
"cadeau noce de rose","EUR","50","0%","0%","High","100","0","0","life_events","medium"
"idée cadeau original maman","EUR","500","900%","0%","High","100","0.001888518","0.006665721","gift_mothers","high"
"porte chéquier personnalisé avec photo","EUR","50","0%","0%","High","100","0.00238632","0.007336955","physical_products","medium"
"idée cadeau nouveau grand parent","EUR","50","0%","0%","High","100","0.000788268","0.006341351","gift_grandparents","high"
"poster de porte personnalisé","EUR","50","0%","0%","High","100","0.003638486","0.010312031","physical_products","medium"
"cadre famille a personnaliser","EUR","50","0%","0%","High","100","0.003298142","0.013994526","physical_products","medium"
"photobox cadeau personnalisé","EUR","50","0%","0%","High","98","0.004498148","0.038168728","gift_personalized","high"
"idée cadeau homme anniversaire mariage","EUR","500","-90%","-90%","High","100","0.00135453","0.004922925","gift_anniversary","high"
"cadeau noce coton homme","EUR","50","0%","0%","High","100","0","0","life_events","medium"
"pinte personnalisé photo","EUR","50","0%","0%","High","100","0.004086084","0.010224663","gift_personalized","high"
"cadeau papa photo","EUR","50","0%","0%","High","100","0.003704338","0.012456133","gift_fathers","high"
"coque personnalisée cheerz","EUR","50","0%","0%","High","100","0.00425756","0.014312702","physical_products","medium"
"cadeau objet photo","EUR","50","0%","0%","High","100","0.006160421","0.018099192","physical_products","medium"
"briquets personnalisés photo","EUR","50","0%","0%","High","100","0.004295376","0.010861667","gift_personalized","high"
"cadeau noce de cristal homme","EUR","50","0%","0%","High","100","0","0","life_events","medium"
"anniversaire de mariage cadeau traditionnel","EUR","50","0%","0%","High","100","0","0","gift_anniversary","high"
"cadeau noce de porcelaine","EUR","500","-90%","0%","High","100","0.001966106","0.005913965","life_events","medium"
"noce de froment cadeau femme","EUR","50","0%","?","High","100","0","0","life_events","medium"
"cadeau pour fete des mamie","EUR","5000","0%","-90%","High","100","0.002683632","0.005520809","gift_grandparents","high"
"poster super héros personnalisé","EUR","50","0%","0%","High","100","0.002934","0.005737925","physical_products","medium"
"noce d étain cadeau homme","EUR","50","0%","0%","High","98","0","0","life_events","medium"
"cadeau porte clé photo","EUR","50","0%","0%","High","100","0.004070436","0.016935372","physical_products","medium"
"imprimer une photo sur tee shirt","EUR","500","0%","0%","High","100","0.005167099","0.016763244","physical_products","medium"
"cadre 3d personnalisé","EUR","50","0%","-90%","High","100","0.002106938","0.010594347","physical_products","medium"
"cadeau noces de corail","EUR","50","0%","0%","High","100","0.001555998","0.004218114","gift_anniversary","high"
"cadeau original noce de coton","EUR","50","0%","0%","High","100","0.00129585","0.003787468","life_events","medium"
"meilleur cadeau pour la fete des meres","EUR","50","-100%","0%","Unknown","","0","0","gift_mothers","high"
"cadeau d anniversaire de mariage pour femme","EUR","50","0%","0%","High","100","0","0","gift_anniversary","high"
"idée cadeau noce de coquelicot","EUR","50","0%","0%","High","100","0.001583056","0.00434232","life_events","medium"
"cadeau avec photo original","EUR","50","900%","0%","High","100","0.003739872","0.010488071","gift_personalized","high"
"cadeau de noel avec photo personnalisé","EUR","50","0%","0%","High","100","0.006599869","0.015643434","gift_personalized","high"
"idee cadeau papi et mamie","EUR","50","900%","0%","High","100","0.001495362","0.004776877","gift_grandparents","high"
"photo sur socle personnalisé","EUR","50","0%","0%","High","100","0.004956829","0.01518899","gift_personalized","high"
"coffret cadeau anniversaire mariage","EUR","50","-100%","0%","Unknown","","0","0","gift_anniversary","high"
"double cadre photo personnalisé","EUR","50","0%","0%","High","98","0.006128147","0.017776778","physical_products","medium"
"meilleur cadeau pour une maman","EUR","50","0%","-90%","High","95","0.003044514","0.011004781","gift_mothers","high"
"cadeau noel personnalisé photo","EUR","50","900%","0%","High","100","0.004572149","0.013996156","gift_personalized","high"
"cadeau de noel pour papy et mamie","EUR","50","0%","-90%","High","98","0.001439616","0.005122763","gift_grandparents","high"
"porte clé couple photo","EUR","50","0%","0%","High","100","0","0","physical_products","medium"
"zippo personnalisable photo","EUR","50","?","0%","High","100","0","0","gift_personalized","high"
"cadeau photo spotify","EUR","50","0%","0%","High","100","0.007550159","0.015362748","physical_products","medium"
"cadeaux personnalises photo","EUR","50","0%","0%","High","100","0.005928635","0.016402362","gift_personalized","high"
"cadeau pour les 1 an de mariage","EUR","5000","0%","0%","High","100","0.002042716","0.007403133","life_events","medium"
"cadre de mariage personnalisé","EUR","50","0%","0%","High","100","0","0","physical_products","medium"
"quoi offrir pour des noces de coton","EUR","50","0%","0%","High","100","0","0","gift_anniversary","high"
"tee shirt noel personnalisé","EUR","50","0%","-90%","High","100","0.003671412","0.011479111","physical_products","medium"
"idée cadeau maman original","EUR","500","900%","0%","High","100","0.001888518","0.006665721","gift_mothers","high"
"faire un cadre photo personnalisé","EUR","50","900%","900%","High","100","0.008737451","0.027261421","physical_products","medium"
"idée de cadeau 1 an de mariage","EUR","500","-90%","0%","High","100","0.001692592","0.004331236","life_events","medium"
"cadeau anniversaire de mariage pour homme","EUR","50","0%","0%","High","100","0","0","gift_anniversary","high"
"impression photo sur taie d oreiller","EUR","50","0%","0%","High","100","0.006162703","0.01788012","physical_products","medium"
"cadeau portrait de famille","EUR","50","0%","0%","High","100","0.003235224","0.013833808","gift_other","medium"
"boîte cadeau personnalisable photo","EUR","50","0%","0%","High","100","0","0","gift_personalized","high"
"transat personnalisé photo","EUR","50","0%","0%","High","100","0","0","gift_personalized","high"
"cadeau original fete des mères","EUR","5000","0%","-90%","High","78","0.001648908","0.005991879","gift_mothers","high"
"cadeau noël femme personnalisé","EUR","50","900%","0%","High","100","0.002977358","0.008647475","gift_personalized","high"
"idée de cadeau pour anniversaire de mariage","EUR","5000","0%","0%","High","100","0.00152405","0.006206387","gift_anniversary","high"
"cadeau personnalisé anniversaire mariage","EUR","50","0%","0%","High","100","0","0","gift_anniversary","high"
"idée cadeau papy mamie noël","EUR","50","900%","0%","High","100","0.00155665","0.004679403","gift_grandparents","high"
"idée cadeau grand parent fait main","EUR","50","0%","0%","High","98","0.000677428","0.003155354","gift_grandparents","high"
"cadeau noce de cire femme","EUR","50","0%","0%","High","100","0.00302039","0.011444881","life_events","medium"
"toile personnalisée avec photo","EUR","50","0%","0%","High","100","0.007055617","0.039183892","physical_products","medium"
"oreiller avec photo personnalisée","EUR","50","0%","0%","High","100","0.007449099","0.01972202","physical_products","medium"
"boule de noël en cristal personnalisé","EUR","50","0%","0%","High","100","0.002517698","0.007442579","physical_products","medium"
"cadeau personnalise pour noel","EUR","500","0%","0%","High","100","0.002632776","0.008883173","gift_personalized","high"
"boule noel personnalisée mon premier noel","EUR","50","0%","0%","High","100","0.00241403","0.007432473","physical_products","medium"
"miroir de poche personnalisé avec photo","EUR","50","0%","0%","High","100","0.00373596","0.008945765","gift_personalized","high"
"cahier personnalisé photobox","EUR","50","0%","0%","High","100","0","0","gift_personalized","high"
"cadeau pour les noces de coton","EUR","5000","-90%","0%","High","100","0.00169846","0.004963023","gift_anniversary","high"
"quoi offrir a des grands parents","EUR","50","900%","0%","High","100","0.001006688","0.004896519","gift_grandparents","high"
"carrelage personnalisé photo","EUR","50","0%","0%","High","100","0.001782568","0.006957165","gift_personalized","high"
"cadeau noel pour grand parents","EUR","500","900%","0%","High","100","0.0016137","0.005760745","gift_grandparents","high"
"cadeau noces coton","EUR","50","0%","0%","High","100","0","0","gift_anniversary","high"
"cadeau noel personnalisable","EUR","500","0%","0%","High","100","0.003379642","0.010375275","gift_personalized","high"
"idée cadeau noces de froment","EUR","50","0%","0%","High","100","0.001172296","0.005061475","gift_anniversary","high"
"miroir personnalisé photo","EUR","50","0%","0%","High","97","0.001516552","0.008870785","gift_personalized","high"
"photo personnalisé saint valentin","EUR","50","?","?","High","100","0","0","gift_personalized","high"
"idée cadeau noces de cuir","EUR","50","0%","0%","High","100","0.002859346","0.004111838","gift_anniversary","high"
"porte clef personnalisable photo","EUR","50","0%","0%","High","100","0.005621543","0.010032649","physical_products","medium"
"livre noel personnalise","EUR","500","0%","0%","High","100","0.006955535","0.032264216","gift_personalized","high"
"cadeau de noel pour maman personnalisé","EUR","50","0%","-90%","High","100","0.002790886","0.013284173","gift_mothers","high"
"tee shirt personnalisable avec photo","EUR","50","0%","0%","High","100","0.006569877","0.013719708","physical_products","medium"
"boîte photo personnalisée","EUR","500","0%","0%","High","100","0.006263763","0.012813429","gift_personalized","high"
"noce de soie cadeau","EUR","500","0%","0%","High","100","0.002271568","0.007316743","life_events","medium"
"t shirt personnalisé photobox","EUR","50","0%","0%","High","92","0.003745088","0.011202989","physical_products","medium"
"cadeaux noel personnalisé pas cher","EUR","50","0%","-90%","High","100","0.002540192","0.008550979","gift_personalized","high"
"porte clé personnalisé avec photo et texte","EUR","50","0%","0%","High","100","0.003354214","0.009442915","physical_products","medium"
"cadeau de noel personnalisé avec photo","EUR","50","0%","0%","High","100","0.004790569","0.011933229","gift_personalized","high"
"noce d étain idée cadeau","EUR","50","0%","0%","High","82","0.0009943","0.00202935","life_events","medium"
"idee cadeau de noel pour grands parents","EUR","50","0%","-90%","High","100","0.001661296","0.006049581","gift_grandparents","high"
"idée cadeau pour la fête des grands mères","EUR","500","0%","0%","High","100","0","0","gift_mothers","high"
"cadeau pour nouveau marié","EUR","50","0%","0%","High","100","0.001474498","0.004489672","gift_other","medium"
"personnaliser porte clé photo","EUR","50","0%","-100%","Unknown","","0","0","physical_products","medium"
"cadeau de noël personnalisé avec photo","EUR","50","0%","0%","High","100","0.004790569","0.011933229","gift_personalized","high"
"cadeau noce cuir","EUR","50","0%","0%","High","100","0","0","life_events","medium"
"cadeau personnalisée photo","EUR","5000","0%","0%","High","100","0.006162703","0.015468046","gift_personalized","high"
"boite cadeau personnalisé noel","EUR","50","0%","0%","High","100","0.002236034","0.009397601","gift_personalized","high"
"cadre coeur personnalisé","EUR","50","0%","0%","High","100","0.003121776","0.010840477","physical_products","medium"
"etsy photo personnalisé","EUR","50","0%","0%","High","100","0.000169194","0.012614569","gift_personalized","high"
"idées cadeaux photos originales","EUR","50","0%","-90%","High","100","0.00329423","0.011651239","gift_other","medium"
"quoi offrir pour les noces de coton","EUR","50","0%","0%","High","100","0","0","gift_anniversary","high"
"meilleur cadeau pour la fête des mères","EUR","50","0%","0%","High","100","0","0","gift_mothers","high"
"cadeau personnalisé noel femme","EUR","50","0%","0%","High","100","0.003047774","0.008836881","gift_personalized","high"
"cadre personnalisé avec prenom","EUR","50","0%","0%","High","100","0.0039772","0.011552787","physical_products","medium"
"poster personnalisé texte et photo","EUR","50","-100%","0%","Unknown","","0","0","physical_products","medium"
"cadeau gravure photo","EUR","50","0%","0%","High","100","0.003386488","0.007337607","gift_personalized","high"
"livraison originale fete des meres","EUR","50","0%","0%","Unknown","","0","0","gift_mothers","high"
"imprimer photo sur taie d oreiller","EUR","50","0%","0%","High","100","0.006389925","0.012186857","physical_products","medium"
